id,type,severity,timestamp,week,product,entity,description,score,complaint_ids,observed,expected,ratio,p_value,companies_affected,company_list,avg_ratio,common_issues,cluster_id,cluster_label,baseline_share,current_share,z_score,novel_count,total_count,novel_share
clust_Debt collection_2024-04-08/2024-04-14_15,cluster_shrinking,medium,2026-02-02 02:37:39.616124,2024-04-08/2024-04-14,Debt collection,,Cluster 'cluster_15' shrinking: 6.1% → 3.7%,3.877099906382881,"[8767497, 8748302, 8756646, 8722744, 8724728, 8728630, 8724182, 8748325, 8728662, 8735976]",,,,,,,,,15.0,cluster_15,6.15,3.74,-3.88,,,
clust_Debt collection_2024-02-26/2024-03-03_12,cluster_growing,medium,2026-02-02 02:37:40.000219,2024-02-26/2024-03-03,Debt collection,,Cluster 'cluster_12' growing: 1.3% → 3.1%,3.8763260378581648,"[8438767, 8429193, 8438897, 8438782, 8422286, 8417347, 8439594, 8417037, 8417034, 8438898]",,,,,,,,,12.0,cluster_12,1.33,3.07,3.88,,,
clust_Debt collection_2024-06-17/2024-06-23_22,cluster_growing,medium,2026-02-02 02:37:41.101837,2024-06-17/2024-06-23,Debt collection,,Cluster 'cluster_22' growing: 1.3% → 2.8%,3.862110138650061,"[9368525, 9327607, 9327079, 9276559, 9301441, 9309015, 9309237, 9304576, 9294940, 9276827]",,,,,,,,,22.0,cluster_22,1.28,2.75,3.86,,,
clust_Debt collection_2024-07-22/2024-07-28_10,cluster_growing,medium,2026-02-02 02:37:40.618669,2024-07-22/2024-07-28,Debt collection,,Cluster 'cluster_10' growing: 5.6% → 8.6%,3.850637572971882,"[9581812, 9636247, 9639106, 9602495, 9612116, 9575754, 9585349, 9618100, 9612822, 9636488]",,,,,,,,,10.0,cluster_10,5.62,8.62,3.85,,,
vol_Debt collection_2024-04-15/2024-04-21_0a2029cc,volume_spike,low,2026-02-02 02:37:40.119650,2024-04-15/2024-04-21,Debt collection,"TRANSUNION INTERMEDIATE HOLDINGS, INC.","TRANSUNION INTERMEDIATE HOLDINGS, INC.: 352 vs 294.5 expected (1.2x)",3.837632430229758,"[8796943, 8799376, 8807002, 8794491, 8802729, 8784470, 8778880, 8775504, 8793245, 8772773]",352.0,294.5,1.2,0.000616,,,,,,,,,,,,
clust_Debt collection_2024-03-25/2024-03-31_4,cluster_shrinking,medium,2026-02-02 02:37:39.505697,2024-03-25/2024-03-31,Debt collection,,Cluster 'cluster_4' shrinking: 5.0% → 2.7%,3.82797326013746,"[8665393, 8654405, 8631736, 8621670, 8641511, 8662032, 8657075, 8623877, 8648554, 8655659]",,,,,,,,,4.0,cluster_4,4.98,2.7,-3.83,,,
clust_Debt collection_2024-09-16/2024-09-22_13,cluster_growing,medium,2026-02-02 02:37:41.047149,2024-09-16/2024-09-22,Debt collection,,Cluster 'cluster_13' growing: 2.9% → 5.0%,3.8166405685781672,"[10185937, 10182616, 10134827, 10199664, 10134560, 10134362, 10154446, 10162163, 10133277, 10152163]",,,,,,,,,13.0,cluster_13,2.88,4.97,3.82,,,
clust_Debt collection_2024-05-13/2024-05-19_11,cluster_shrinking,medium,2026-02-02 02:37:39.533867,2024-05-13/2024-05-19,Debt collection,,Cluster 'cluster_11' shrinking: 3.1% → 1.2%,3.814762345764541,"[8996995, 8995069, 9000683, 9012172, 9010087, 8997967, 9002653, 9016140, 9000915, 9016322]",,,,,,,,,11.0,cluster_11,3.11,1.25,-3.81,,,
clust_Debt collection_2023-11-27/2023-12-03_20,cluster_growing,medium,2026-02-02 02:37:39.415390,2023-11-27/2023-12-03,Debt collection,,Cluster 'cluster_20' growing: 13.2% → 18.7%,3.8089886664267265,"[7909068, 7931326, 7931151, 7912568, 7906316, 7917679, 7923348, 7909038, 7930868, 7908641]",,,,,,,,,20.0,cluster_20,13.2,18.66,3.81,,,
clust_Debt collection_2024-09-23/2024-09-29_11,cluster_shrinking,medium,2026-02-02 02:37:39.843389,2024-09-23/2024-09-29,Debt collection,,Cluster 'cluster_11' shrinking: 4.7% → 2.5%,3.801593484755332,"[10265450, 10271514, 10280897, 10220158, 10267234, 10262140, 10271427, 10220631, 10281100, 10257111]",,,,,,,,,11.0,cluster_11,4.71,2.47,-3.8,,,
clust_Debt collection_2024-04-29/2024-05-05_3,cluster_growing,medium,2026-02-02 02:37:39.385777,2024-04-29/2024-05-05,Debt collection,,Cluster 'cluster_3' growing: 4.9% → 7.3%,3.7856695140611554,"[8896765, 8899536, 8917987, 8902484, 8902757, 8884568, 8914363, 8902821, 8895984, 8922327]",,,,,,,,,3.0,cluster_3,4.93,7.33,3.79,,,
clust_Debt collection_2024-01-22/2024-01-28_24,cluster_shrinking,medium,2026-02-02 02:37:39.447232,2024-01-22/2024-01-28,Debt collection,,Cluster 'cluster_24' shrinking: 9.3% → 5.6%,3.779660322161845,"[8226988, 8228910, 8237688, 8210223, 8201348, 8200159, 8235444, 8229722, 8197522, 8233928]",,,,,,,,,24.0,cluster_24,9.25,5.64,-3.78,,,
clust_Debt collection_2024-03-04/2024-03-10_9,cluster_shrinking,medium,2026-02-02 02:37:40.297175,2024-03-04/2024-03-10,Debt collection,,Cluster 'cluster_9' shrinking: 5.1% → 2.7%,3.718102953638787,"[8477433, 8486884, 8475246, 8504399, 8502328, 8482687, 8511340, 8517047, 8500385, 8475372]",,,,,,,,,9.0,cluster_9,5.06,2.73,-3.72,,,
clust_Debt collection_2024-11-25/2024-12-01_11,cluster_growing,medium,2026-02-02 02:37:40.845734,2024-11-25/2024-12-01,Debt collection,,Cluster 'cluster_11' growing: 5.8% → 8.8%,3.7170929302590148,"[10947027, 10943400, 10925328, 10971528, 10943173, 10933230, 10926389, 10944920, 10919768, 10941873]",,,,,,,,,11.0,cluster_11,5.8,8.77,3.72,,,
clust_Debt collection_2023-12-18/2023-12-24_22,cluster_shrinking,medium,2026-02-02 02:37:39.973168,2023-12-18/2023-12-24,Debt collection,,Cluster 'cluster_22' shrinking: 3.6% → 1.1%,3.703672705198679,"[8035783, 8047457, 8047416, 8039941, 8033164, 8031014, 8023129, 8017554, 8047521]",,,,,,,,,22.0,cluster_22,3.65,1.11,-3.7,,,
clust_Debt collection_2024-08-19/2024-08-25_5,cluster_shrinking,medium,2026-02-02 02:37:40.673372,2024-08-19/2024-08-25,Debt collection,,Cluster 'cluster_5' shrinking: 7.7% → 4.8%,3.6915018956403443,"[9845424, 9847642, 9848035, 9874690, 9850872, 9845178, 9861630, 9898549, 9876776, 9899936]",,,,,,,,,5.0,cluster_5,7.65,4.76,-3.69,,,
vol_Debt collection_2025-01-20/2025-01-26_057eec96,volume_spike,low,2026-02-02 02:37:39.899725,2025-01-20/2025-01-26,Debt collection,TRANSWORLD SYSTEMS INC,TRANSWORLD SYSTEMS INC: 46 vs 30.0 expected (1.5x),3.683944408331649,"[11602247, 11730694, 11738721, 11749562, 11742740, 11707751, 11700230, 11587131, 11613859, 11746009]",46.0,30.0,1.53,0.003958,,,,,,,,,,,,
clust_Debt collection_2025-01-06/2025-01-12_11,cluster_shrinking,medium,2026-02-02 02:37:40.334524,2025-01-06/2025-01-12,Debt collection,,Cluster 'cluster_11' shrinking: 7.5% → 5.0%,3.6550918986888443,"[11437697, 11466551, 11446488, 11483703, 11477294, 11429669, 11410812, 11490921, 11465921, 11482963]",,,,,,,,,11.0,cluster_11,7.49,4.95,-3.66,,,
vol_Debt collection_2023-12-04/2023-12-10_772f4b13,volume_spike,low,2026-02-02 02:37:40.064632,2023-12-04/2023-12-10,Debt collection,Experian Information Solutions Inc.,Experian Information Solutions Inc.: 81 vs 58.0 expected (1.4x),3.6387784851010196,"[7952039, 7957829, 7958758, 7940388, 7942650, 7954820, 7957674, 7964618, 7957084, 7944630]",81.0,58.0,1.4,0.00248,,,,,,,,,,,,
vol_Debt collection_2024-02-12/2024-02-18_b7003b2d,volume_spike,low,2026-02-02 02:37:40.581095,2024-02-12/2024-02-18,Debt collection,Resurgent Capital Services L.P.,Resurgent Capital Services L.P.: 58 vs 39.5 expected (1.5x),3.6209625219497994,"[8354099, 8346417, 8339035, 8333869, 8370981, 8327279, 8347600, 8366489, 8351579, 8360137]",58.0,39.5,1.47,0.00342,,,,,,,,,,,,
clust_Debt collection_2024-10-28/2024-11-03_0,cluster_shrinking,medium,2026-02-02 02:37:39.675734,2024-10-28/2024-11-03,Debt collection,,Cluster 'cluster_0' shrinking: 1.3% → 0.1%,3.6084770345858725,"[10647971, 10592949]",,,,,,,,,0.0,cluster_0,1.27,0.15,-3.61,,,
clust_Debt collection_2024-08-05/2024-08-11_6,cluster_growing,medium,2026-02-02 02:37:39.776030,2024-08-05/2024-08-11,Debt collection,,Cluster 'cluster_6' growing: 2.2% → 4.0%,3.600082633971557,"[9797092, 9733941, 9755039, 9715200, 9779421, 9735115, 9752588, 9723427, 9767592, 9772433]",,,,,,,,,6.0,cluster_6,2.24,4.04,3.6,,,
clust_Debt collection_2024-10-21/2024-10-27_8,cluster_shrinking,medium,2026-02-02 02:37:40.164173,2024-10-21/2024-10-27,Debt collection,,Cluster 'cluster_8' shrinking: 1.4% → 0.3%,3.5952836597330124,"[10578648, 10580581, 10536456, 10582987]",,,,,,,,,8.0,cluster_8,1.4,0.27,-3.6,,,
vol_Debt collection_2025-01-06/2025-01-12_9b72770f,volume_spike,low,2026-02-02 02:37:40.321149,2025-01-06/2025-01-12,Debt collection,"Kriya Capital, LLC","Kriya Capital, LLC: 28 vs 16.8 expected (1.7x)",3.5657377956259966,"[11464901, 11469774, 11479520, 11477294, 11452189, 11455468, 11423200, 11456518, 11429316, 11466637]",28.0,16.8,1.67,0.007361,,,,,,,,,,,,
clust_Debt collection_2024-03-11/2024-03-17_1,cluster_growing,medium,2026-02-02 02:37:40.265713,2024-03-11/2024-03-17,Debt collection,,Cluster 'cluster_1' growing: 1.6% → 2.9%,3.538287364844668,"[8537059, 8547828, 8537223, 8537246, 8521372, 8546304, 8546784, 8555894, 8548134, 8537515]",,,,,,,,,1.0,cluster_1,1.57,2.89,3.54,,,
clust_Debt collection_2024-11-25/2024-12-01_10,cluster_shrinking,medium,2026-02-02 02:37:40.845011,2024-11-25/2024-12-01,Debt collection,,Cluster 'cluster_10' shrinking: 15.0% → 10.9%,3.5195904699423814,"[10924083, 10921912, 10922823, 10930201, 10919357, 10915883, 10917438, 10953276, 10930846, 10973847]",,,,,,,,,10.0,cluster_10,14.95,10.91,-3.52,,,
clust_Debt collection_2024-11-18/2024-11-24_6,cluster_shrinking,medium,2026-02-02 02:37:40.461602,2024-11-18/2024-11-24,Debt collection,,Cluster 'cluster_6' shrinking: 4.3% → 2.3%,3.510819665904549,"[10877737, 10870939, 10870737, 10878087, 10876241, 10876780, 10871296, 10876571, 10877839, 10876618]",,,,,,,,,6.0,cluster_6,4.34,2.26,-3.51,,,
clust_Debt collection_2024-12-30/2025-01-05_11,cluster_shrinking,medium,2026-02-02 02:37:39.808374,2024-12-30/2025-01-05,Debt collection,,Cluster 'cluster_11' shrinking: 8.1% → 5.3%,3.5026640646027793,"[11314492, 11350737, 11353796, 11320420, 11355597, 11352812, 11363245, 11367161, 11346273, 11367238]",,,,,,,,,11.0,cluster_11,8.09,5.31,-3.5,,,
vol_Debt collection_2024-11-04/2024-11-10_ab97e55d,volume_spike,low,2026-02-02 02:37:40.888819,2024-11-04/2024-11-10,Debt collection,"CCS Financial Services, Inc.","CCS Financial Services, Inc.: 39 vs 25.0 expected (1.6x)",3.501272775835498,"[10704518, 10750503, 10680616, 10727316, 10732776, 10749575, 10750214, 10713870, 10723989, 10689613]",39.0,25.0,1.56,0.005696,,,,,,,,,,,,
clust_Debt collection_2024-06-10/2024-06-16_4,cluster_growing,medium,2026-02-02 02:37:39.872414,2024-06-10/2024-06-16,Debt collection,,Cluster 'cluster_4' growing: 3.5% → 5.6%,3.4951453612133894,"[9222443, 9246140, 9262721, 9219320, 9240463, 9246909, 9236340, 9244498, 9240645, 9263643]",,,,,,,,,4.0,cluster_4,3.48,5.58,3.5,,,
clust_Debt collection_2024-12-09/2024-12-15_6,cluster_shrinking,medium,2026-02-02 02:37:39.704077,2024-12-09/2024-12-15,Debt collection,,Cluster 'cluster_6' shrinking: 3.0% → 1.3%,3.494729554493154,"[11123135, 11083077, 11090628, 11122958, 11083140, 11085779, 11141466, 11123314, 11108189, 11144287]",,,,,,,,,6.0,cluster_6,2.96,1.34,-3.49,,,
clust_Debt collection_2025-01-13/2025-01-19_20,cluster_growing,medium,2026-02-02 02:37:39.746566,2025-01-13/2025-01-19,Debt collection,,Cluster 'cluster_20' growing: 5.5% → 7.7%,3.485028664671272,"[11575171, 11594278, 11528935, 11527013, 11551877, 11628087, 11510361, 11486717, 11661503, 11657456]",,,,,,,,,20.0,cluster_20,5.54,7.7,3.49,,,
clust_Debt collection_2024-10-28/2024-11-03_11,cluster_growing,medium,2026-02-02 02:37:39.674377,2024-10-28/2024-11-03,Debt collection,,Cluster 'cluster_11' growing: 6.3% → 9.0%,3.480006209198575,"[10599342, 10628506, 10617675, 10639109, 10632638, 10646908, 10631776, 10614471, 10617061, 10629176]",,,,,,,,,11.0,cluster_11,6.33,8.99,3.48,,,
clust_Debt collection_2024-04-29/2024-05-05_19,cluster_shrinking,medium,2026-02-02 02:37:39.385131,2024-04-29/2024-05-05,Debt collection,,Cluster 'cluster_19' shrinking: 10.7% → 7.8%,3.4641015764827805,"[8895899, 8916557, 8918496, 8921816, 8888928, 8916473, 8898389, 8889368, 8889761, 8880887]",,,,,,,,,19.0,cluster_19,10.73,7.78,-3.46,,,
vol_Debt collection_2024-10-14/2024-10-20_1c599a1e,volume_spike,low,2026-02-02 02:37:40.182267,2024-10-14/2024-10-20,Debt collection,ENCORE CAPITAL GROUP INC.,ENCORE CAPITAL GROUP INC.: 73 vs 52.0 expected (1.4x),3.459411089666034,"[10501573, 10464428, 10500065, 10488150, 10451072, 10511152, 10471370, 10458583, 10451053, 10476404]",73.0,52.0,1.4,0.003434,,,,,,,,,,,,
clust_Debt collection_2023-12-04/2023-12-10_11,cluster_growing,medium,2026-02-02 02:37:40.075597,2023-12-04/2023-12-10,Debt collection,,Cluster 'cluster_11' growing: 4.5% → 7.5%,3.4486935169729662,"[7951665, 7974744, 7957664, 7974099, 7940396, 7959928, 7964618, 7942594, 7951601, 7940246]",,,,,,,,,11.0,cluster_11,4.46,7.51,3.45,,,
vol_Debt collection_2024-07-08/2024-07-14_b7003b2d,volume_spike,low,2026-02-02 02:37:41.118920,2024-07-08/2024-07-14,Debt collection,Resurgent Capital Services L.P.,Resurgent Capital Services L.P.: 76 vs 54.5 expected (1.4x),3.444324152554569,"[9479754, 9493342, 9469929, 9507810, 9472349, 9455902, 9499098, 9449923, 9485144, 9485246]",76.0,54.5,1.39,0.003389,,,,,,,,,,,,
clust_Debt collection_2024-09-02/2024-09-08_5,cluster_shrinking,medium,2026-02-02 02:37:39.949212,2024-09-02/2024-09-08,Debt collection,,Cluster 'cluster_5' shrinking: 7.6% → 4.9%,3.438724962462281,"[10056107, 10052423, 10052361, 9998866, 10026407, 10037559, 9998981, 10038713, 10016418, 10037506]",,,,,,,,,5.0,cluster_5,7.64,4.87,-3.44,,,
clust_Debt collection_2024-04-29/2024-05-05_11,cluster_shrinking,medium,2026-02-02 02:37:39.386423,2024-04-29/2024-05-05,Debt collection,,Cluster 'cluster_11' shrinking: 4.7% → 2.7%,3.437432200732607,"[8912793, 8897328, 8912813, 8908344, 8912107, 8912857, 8916292, 8912812, 8887845, 8883559]",,,,,,,,,11.0,cluster_11,4.7,2.72,-3.44,,,
vol_Debt collection_2024-08-12/2024-08-18_772f4b13,volume_spike,low,2026-02-02 02:37:39.283943,2024-08-12/2024-08-18,Debt collection,Experian Information Solutions Inc.,Experian Information Solutions Inc.: 184 vs 147.0 expected (1.3x),3.434266607469071,"[9796852, 9828896, 9797861, 9788004, 9798649, 9810064, 9770636, 9794244, 9786429, 9782882]",184.0,147.0,1.25,0.001804,,,,,,,,,,,,
clust_Debt collection_2025-01-13/2025-01-19_11,cluster_shrinking,medium,2026-02-02 02:37:39.747343,2025-01-13/2025-01-19,Debt collection,,Cluster 'cluster_11' shrinking: 6.5% → 4.5%,3.3948878652216727,"[11626492, 11508008, 11508686, 11563292, 11496550, 11506613, 11524542, 11574624, 11575377, 11531755]",,,,,,,,,11.0,cluster_11,6.55,4.45,-3.39,,,
clust_Debt collection_2025-01-20/2025-01-26_5,cluster_shrinking,medium,2026-02-02 02:37:39.921457,2025-01-20/2025-01-26,Debt collection,,Cluster 'cluster_5' shrinking: 3.5% → 2.0%,3.3921459394096996,"[11601964, 11759868, 11719126, 11718748, 11771445, 11716257, 11763067, 11718393, 11763095, 11764288]",,,,,,,,,5.0,cluster_5,3.45,2.04,-3.39,,,
clust_Debt collection_2024-03-18/2024-03-24_10,cluster_shrinking,medium,2026-02-02 02:37:40.934512,2024-03-18/2024-03-24,Debt collection,,Cluster 'cluster_10' shrinking: 5.0% → 3.0%,3.387122247349819,"[8592629, 8586955, 8575332, 8582373, 8575950, 8601586, 8591562, 8575218, 8609611, 8611123]",,,,,,,,,10.0,cluster_10,4.98,3.0,-3.39,,,
clust_Debt collection_2024-02-05/2024-02-11_2,cluster_shrinking,medium,2026-02-02 02:37:40.967107,2024-02-05/2024-02-11,Debt collection,,Cluster 'cluster_2' shrinking: 7.9% → 4.6%,3.3807924172768593,"[8287454, 8295490, 8323501, 8286798, 8297923, 8312564, 8287302, 8302882, 8322618, 8315519]",,,,,,,,,2.0,cluster_2,7.85,4.61,-3.38,,,
vol_Debt collection_2024-03-11/2024-03-17_439a1df6,volume_spike,low,2026-02-02 02:37:40.251534,2024-03-11/2024-03-17,Debt collection,"Portfolio Recovery Associates, LLC","Portfolio Recovery Associates, LLC: 48 vs 32.2 expected (1.5x)",3.3480203165414286,"[8555943, 8536357, 8562597, 8528640, 8558541, 8520505, 8522151, 8551008, 8558547, 8542426]",48.0,32.2,1.49,0.005631,,,,,,,,,,,,
clust_Debt collection_2024-09-16/2024-09-22_1,cluster_shrinking,medium,2026-02-02 02:37:41.046385,2024-09-16/2024-09-22,Debt collection,,Cluster 'cluster_1' shrinking: 12.2% → 8.9%,3.3467831598434663,"[10155568, 10178271, 10173065, 10161904, 10169547, 10161542, 10151076, 10150438, 10171021, 10155160]",,,,,,,,,1.0,cluster_1,12.17,8.88,-3.35,,,
clust_Debt collection_2024-07-08/2024-07-14_7,cluster_shrinking,medium,2026-02-02 02:37:41.128554,2024-07-08/2024-07-14,Debt collection,,Cluster 'cluster_7' shrinking: 2.1% → 0.7%,3.2817172154347247,"[9485143, 9473090, 9487492, 9469277, 9466016, 9484962, 9466084, 9458362, 9441253]",,,,,,,,,7.0,cluster_7,2.11,0.72,-3.28,,,
clust_Debt collection_2024-08-05/2024-08-11_10,cluster_shrinking,medium,2026-02-02 02:37:39.775241,2024-08-05/2024-08-11,Debt collection,,Cluster 'cluster_10' shrinking: 6.9% → 4.4%,3.273157116441993,"[9706476, 9854325, 9710233, 9745420, 9765711, 9789027, 9752742, 9777379, 9728491, 9743591]",,,,,,,,,10.0,cluster_10,6.88,4.36,-3.27,,,
clust_Debt collection_2024-02-19/2024-02-25_4,cluster_shrinking,medium,2026-02-02 02:37:39.476670,2024-02-19/2024-02-25,Debt collection,,Cluster 'cluster_4' shrinking: 7.9% → 5.1%,3.2707696551522067,"[8400567, 8381048, 8398772, 8379475, 8378833, 8387506, 8389221, 8389259, 8398989, 8374482]",,,,,,,,,4.0,cluster_4,7.87,5.11,-3.27,,,
vol_Debt collection_2024-03-11/2024-03-17_1c599a1e,volume_spike,low,2026-02-02 02:37:40.250583,2024-03-11/2024-03-17,Debt collection,ENCORE CAPITAL GROUP INC.,ENCORE CAPITAL GROUP INC.: 49 vs 33.2 expected (1.5x),3.2534883059198596,"[8524490, 8556865, 8532978, 8524743, 8562956, 8525539, 8560231, 8550366, 8518471, 8565925]",49.0,33.2,1.47,0.006198,,,,,,,,,,,,
clust_Debt collection_2024-10-07/2024-10-13_22,cluster_shrinking,medium,2026-02-02 02:37:40.795350,2024-10-07/2024-10-13,Debt collection,,Cluster 'cluster_22' shrinking: 3.7% → 2.0%,3.252404699558841,"[10372919, 10375564, 10374152, 10415150, 10432833, 10438907, 10411431, 10411567, 10374192, 10377759]",,,,,,,,,22.0,cluster_22,3.66,2.03,-3.25,,,
vol_Debt collection_2024-03-25/2024-03-31_0a2029cc,volume_spike,low,2026-02-02 02:37:39.494131,2024-03-25/2024-03-31,Debt collection,"TRANSUNION INTERMEDIATE HOLDINGS, INC.","TRANSUNION INTERMEDIATE HOLDINGS, INC.: 278 vs 232.2 expected (1.2x)",3.2509669610211382,"[8630946, 8621611, 8634614, 8619785, 8644014, 8654548, 8625897, 8618214, 8652450, 8647878]",278.0,232.2,1.2,0.001923,,,,,,,,,,,,
clust_Debt collection_2023-11-27/2023-12-03_13,cluster_shrinking,medium,2026-02-02 02:37:39.416811,2023-11-27/2023-12-03,Debt collection,,Cluster 'cluster_13' shrinking: 6.0% → 3.0%,3.245270055883724,"[7941589, 7939029, 7906599, 7938254, 7910694, 7911532, 7908419, 7937601, 7907926, 7934741]",,,,,,,,,13.0,cluster_13,5.98,3.03,-3.25,,,
clust_Debt collection_2024-04-01/2024-04-07_19,cluster_growing,medium,2026-02-02 02:37:40.497479,2024-04-01/2024-04-07,Debt collection,,Cluster 'cluster_19' growing: 12.8% → 15.9%,3.2444785312577977,"[8670631, 8708089, 8692629, 8689341, 8705603, 8694145, 8690978, 8676248, 8675349, 8701976]",,,,,,,,,19.0,cluster_19,12.84,15.94,3.24,,,
clust_Debt collection_2024-05-13/2024-05-19_2,cluster_growing,medium,2026-02-02 02:37:39.533184,2024-05-13/2024-05-19,Debt collection,,Cluster 'cluster_2' growing: 3.5% → 5.3%,3.2353107208523015,"[9023127, 9024522, 9037980, 9039206, 9023461, 8994459, 9003604, 8994143, 9012308, 9036701]",,,,,,,,,2.0,cluster_2,3.51,5.35,3.24,,,
clust_Debt collection_2024-09-30/2024-10-06_6,cluster_shrinking,medium,2026-02-02 02:37:40.402169,2024-09-30/2024-10-06,Debt collection,,Cluster 'cluster_6' shrinking: 4.8% → 2.8%,3.2265044203876014,"[10331346, 10292026, 10336879, 10290564, 10328279, 10352107, 10290591, 10352434, 10343598, 10352284]",,,,,,,,,6.0,cluster_6,4.8,2.83,-3.23,,,
clust_Debt collection_2025-01-27/2025-02-02_20,cluster_shrinking,medium,2026-02-02 02:37:40.227772,2025-01-27/2025-02-02,Debt collection,,Cluster 'cluster_20' shrinking: 8.4% → 6.1%,3.2145345507363996,"[11807855, 11871089, 11817037, 11829836, 11810149, 11841736, 11855268, 11811232, 11832163, 11825470]",,,,,,,,,20.0,cluster_20,8.39,6.06,-3.21,,,
clust_Debt collection_2024-12-30/2025-01-05_10,cluster_growing,medium,2026-02-02 02:37:39.806205,2024-12-30/2025-01-05,Debt collection,,Cluster 'cluster_10' growing: 10.7% → 13.7%,3.2061147198656936,"[11380881, 11348711, 11382520, 11372594, 11337352, 11346570, 11371612, 11391101, 11381604, 11321248]",,,,,,,,,10.0,cluster_10,10.69,13.75,3.21,,,
clust_Debt collection_2024-09-16/2024-09-22_16,cluster_shrinking,medium,2026-02-02 02:37:41.047813,2024-09-16/2024-09-22,Debt collection,,Cluster 'cluster_16' shrinking: 6.1% → 3.8%,3.1980239483884905,"[10197292, 10192537, 10136512, 10133951, 10154113, 10160099, 10182149, 10134347, 10141626, 10173779]",,,,,,,,,16.0,cluster_16,6.1,3.83,-3.2,,,
clust_Debt collection_2024-08-19/2024-08-25_1,cluster_shrinking,medium,2026-02-02 02:37:40.672631,2024-08-19/2024-08-25,Debt collection,,Cluster 'cluster_1' shrinking: 15.3% → 11.8%,3.1900029497641555,"[9849849, 9850963, 9849529, 9861671, 9860464, 9882983, 9878806, 9877907, 9857344, 9878277]",,,,,,,,,1.0,cluster_1,15.27,11.82,-3.19,,,
clust_Debt collection_2024-10-07/2024-10-13_2,cluster_shrinking,medium,2026-02-02 02:37:40.794697,2024-10-07/2024-10-13,Debt collection,,Cluster 'cluster_2' shrinking: 4.7% → 2.9%,3.1805901790002453,"[10409986, 10439286, 10416056, 10392691, 10427295, 10367255, 10394441, 10369899, 10385380, 10418382]",,,,,,,,,2.0,cluster_2,4.7,2.89,-3.18,,,
clust_Debt collection_2024-12-30/2025-01-05_4,cluster_growing,medium,2026-02-02 02:37:39.807737,2024-12-30/2025-01-05,Debt collection,,Cluster 'cluster_4' growing: 3.9% → 5.9%,3.1743606610725426,"[11371175, 11383956, 11315103, 11376197, 11324646, 11371182, 11339040, 11325962, 11338905, 11380741]",,,,,,,,,4.0,cluster_4,3.95,5.89,3.17,,,
clust_Debt collection_2024-03-11/2024-03-17_23,cluster_shrinking,medium,2026-02-02 02:37:40.266989,2024-03-11/2024-03-17,Debt collection,,Cluster 'cluster_23' shrinking: 4.1% → 2.5%,3.17122962413205,"[8548612, 8532255, 8525121, 8549229, 8551948, 8522888, 8557772, 8546472, 8539358, 8542323]",,,,,,,,,23.0,cluster_23,4.15,2.53,-3.17,,,
clust_Debt collection_2024-12-09/2024-12-15_20,cluster_growing,medium,2026-02-02 02:37:39.702604,2024-12-09/2024-12-15,Debt collection,,Cluster 'cluster_20' growing: 5.1% → 7.2%,3.1454284189912816,"[11147862, 11081280, 11102549, 11079836, 11143978, 11138967, 11094945, 11150323, 11140460, 11139666]",,,,,,,,,20.0,cluster_20,5.1,7.21,3.15,,,
clust_Debt collection_2024-03-11/2024-03-17_10,cluster_shrinking,medium,2026-02-02 02:37:40.263841,2024-03-11/2024-03-17,Debt collection,,Cluster 'cluster_10' shrinking: 5.7% → 3.8%,3.142263207412916,"[8531775, 8539026, 8555092, 8536357, 8565387, 8541846, 8566693, 8529765, 8540592, 8540658]",,,,,,,,,10.0,cluster_10,5.67,3.79,-3.14,,,
vol_Debt collection_2024-05-13/2024-05-19_439a1df6,volume_spike,low,2026-02-02 02:37:39.523450,2024-05-13/2024-05-19,Debt collection,"Portfolio Recovery Associates, LLC","Portfolio Recovery Associates, LLC: 54 vs 37.5 expected (1.4x)",3.141901596597499,"[9036596, 9046196, 9039206, 9003604, 9024529, 8995629, 9005607, 9017132, 9012505, 9044447]",54.0,37.5,1.44,0.006578,,,,,,,,,,,,
clust_Debt collection_2024-01-08/2024-01-14_13,cluster_growing,medium,2026-02-02 02:37:40.820035,2024-01-08/2024-01-14,Debt collection,,Cluster 'cluster_13' growing: 3.4% → 5.7%,3.1400462387538997,"[8136321, 8141121, 8172599, 8129678, 8123603, 8132733, 8122407, 8142081, 8121823, 8134815]",,,,,,,,,13.0,cluster_13,3.36,5.72,3.14,,,
clust_Debt collection_2024-05-20/2024-05-26_10,cluster_growing,medium,2026-02-02 02:37:39.357579,2024-05-20/2024-05-26,Debt collection,,Cluster 'cluster_10' growing: 3.5% → 5.3%,3.134948803678176,"[9100760, 9058971, 9086185, 9058189, 9080746, 9060978, 9078880, 9085707, 9086911, 9084848]",,,,,,,,,10.0,cluster_10,3.52,5.27,3.13,,,
clust_Debt collection_2024-04-08/2024-04-14_9,cluster_shrinking,medium,2026-02-02 02:37:39.616762,2024-04-08/2024-04-14,Debt collection,,Cluster 'cluster_9' shrinking: 3.6% → 2.1%,3.112891495114327,"[8723701, 8757676, 8725885, 8760151, 8746041, 8725021, 8745666, 8726253, 8734741, 8757548]",,,,,,,,,9.0,cluster_9,3.55,2.07,-3.11,,,
